"Crash.Date","Crash.Day.Of.Week","Crash.Time","Driver.DOB","Driver.Sex","County.Name","Municipality.Name","Total.Killed","Total.Injured","Total.Vehicles.Involve","Alcohol.Involved","Alcohol.Test.Given","Alcohol.Test.Results","Cell.Phone.In.Use.Flag","Crash.Location","Cross.Street.Name","Latitude","Longitude","Year","Driver.Age","Crash.Hour","Crash.Weekday","Crash.Weekend"
"02/19/2010","F","18:17","12/19/1983","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","ALEXANDER RD",40.32635,-74.64414,2010,26,18,FALSE,FALSE
"02/20/2010","SA","14:29","11/25/1977","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 638","CR 533",40.29361,-74.66232,2010,32,14,FALSE,TRUE
"02/20/2010","SA","14:29","12/30/1978","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 638","CR 533",40.29361,-74.66232,2010,31,14,FALSE,TRUE
"02/21/2010","S","10:51","05/03/1954","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","CR 638 / CLARKSVILLE RD / GROVERS M",40.29029,-74.67664,2010,55,10,FALSE,FALSE
"02/21/2010","S","10:51","04/07/1972","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","CR 638 / CLARKSVILLE RD / GROVERS M",40.29029,-74.67664,2010,37,10,FALSE,FALSE
"02/22/2010","M","13:06","04/05/1982","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","ROUTE 571 / WASHINGTON RD",40.33177,-74.63757,2010,27,13,FALSE,FALSE
"02/22/2010","M","13:06","03/16/1990","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","ROUTE 571 / WASHINGTON RD",40.33177,-74.63757,2010,19,13,FALSE,FALSE
"02/23/2010","TU","09:58","11/03/1948","M","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","N POST RD","CR 638",40.30416,-74.63213,2010,61,9,TRUE,FALSE
"02/23/2010","TU","09:58","10/31/1941","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","N POST RD","CR 638",40.30416,-74.63213,2010,68,9,TRUE,FALSE
"02/23/2010","TU","17:27","06/06/1989","M","MERCER","WEST WINDSOR TWP",0,0,3,"N","N",NA,"N","US 1","MEADOW RD",40.31262,-74.66071,2010,20,17,TRUE,FALSE
"02/23/2010","TU","17:27","01/27/1953","F","MERCER","WEST WINDSOR TWP",0,0,3,"N","N",NA,"N","US 1","MEADOW RD",40.31262,-74.66071,2010,57,17,TRUE,FALSE
"02/23/2010","TU","17:27","04/20/1965","M","MERCER","WEST WINDSOR TWP",0,0,3,"N","N",NA,"N","US 1","MEADOW RD",40.31262,-74.66071,2010,44,17,TRUE,FALSE
"02/23/2010","TU","19:27","07/30/1991","M","MERCER","WEST WINDSOR TWP",0,2,1,"N","N",NA,"N","ROUTE 571","GLENGARRY WAY",40.29281,-74.58865,2010,18,19,TRUE,FALSE
"02/24/2010","W","08:04","03/31/1986","M","MERCER","WEST WINDSOR TWP",0,0,3,"N","N",NA,"N","US 1","ROUTE 533 / QUAKER BRIDGE RD / PROV",40.2988,-74.6774,2010,23,8,FALSE,FALSE
"02/24/2010","W","08:04","11/24/1960","F","MERCER","WEST WINDSOR TWP",0,0,3,"N","N",NA,"N","US 1","ROUTE 533 / QUAKER BRIDGE RD / PROV",40.2988,-74.6774,2010,49,8,FALSE,FALSE
"02/24/2010","W","08:04","11/09/1971","F","MERCER","WEST WINDSOR TWP",0,0,3,"N","N",NA,"N","US 1","ROUTE 533 / QUAKER BRIDGE RD / PROV",40.2988,-74.6774,2010,38,8,FALSE,FALSE
"02/24/2010","W","15:51","04/09/1984","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 571","US 1",40.3304,-74.63667,2010,25,15,FALSE,FALSE
"02/24/2010","W","15:51","04/28/1991","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 571","US 1",40.3304,-74.63667,2010,18,15,FALSE,FALSE
"02/26/2010","F","01:44","08/25/1977","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","MEADOW RD",40.31198,-74.66148,2010,32,1,FALSE,FALSE
"02/26/2010","F","01:44","06/03/1985","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","MEADOW RD",40.31198,-74.66148,2010,24,1,FALSE,FALSE
"02/26/2010","F","06:35","04/15/1958","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","CR 571",40.33177,-74.63757,2010,51,6,FALSE,FALSE
"02/26/2010","F","06:35","04/17/1990","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","CR 571",40.33177,-74.63757,2010,19,6,FALSE,FALSE
"02/26/2010","F","07:47","06/11/1983","M","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","US 1","CR 629 / HARRISON ST",40.33879,-74.62909,2010,26,7,FALSE,FALSE
"02/26/2010","F","22:53","01/05/1917","M","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","ROUTE 571","US 1",40.32337,-74.62751,2010,93,22,FALSE,FALSE
"03/01/2010","M","07:45","01/13/1987","M","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","CARNEGIE CENTER",40.31731,-74.65505,2010,23,7,FALSE,FALSE
"03/01/2010","M","07:45","08/27/1987","M","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","CARNEGIE CENTER",40.31731,-74.65505,2010,22,7,FALSE,FALSE
"03/01/2010","M","18:52","07/14/1968","M","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","MERCER COUNTY 638","CR 533",40.29232,-74.6677,2010,41,18,FALSE,FALSE
"03/02/2010","TU","11:57","09/28/1969","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 615","CARLTON PLACE",40.31743,-74.61817,2010,40,11,TRUE,FALSE
"03/02/2010","TU","11:57","08/26/1924","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 615","CARLTON PLACE",40.31743,-74.61817,2010,85,11,TRUE,FALSE
"01/07/2010","TH","11:00","07/22/1931","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","ROUTE 571 / WASHINGTON RD",40.33177,-74.63757,2010,78,11,TRUE,FALSE
"01/07/2010","TH","11:00","12/05/1966","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","ROUTE 571 / WASHINGTON RD",40.33177,-74.63757,2010,43,11,TRUE,FALSE
"01/07/2010","TH","11:39","09/22/1989","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","CR 571",40.33198,-74.63732,2010,20,11,TRUE,FALSE
"01/07/2010","TH","11:39","08/17/1975","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","CR 571",40.33198,-74.63732,2010,34,11,TRUE,FALSE
"03/03/2010","W","18:15","03/25/1960","F","MERCER","WEST WINDSOR TWP",0,0,2,"N"," ",NA,"N","US 1","CR 629 / HARRISON ST",40.33667,-74.63167,2010,49,18,FALSE,FALSE
"03/03/2010","W","18:15","05/24/1967","F","MERCER","WEST WINDSOR TWP",0,0,2,"N"," ",NA,"N","US 1","CR 629 / HARRISON ST",40.33667,-74.63167,2010,42,18,FALSE,FALSE
"03/03/2010","W","20:11","07/21/1982","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","NASSAU PARK BLVD",40.30443,-74.67062,2010,27,20,FALSE,FALSE
"03/03/2010","W","20:11","09/26/1947","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","NASSAU PARK BLVD",40.30443,-74.67062,2010,62,20,FALSE,FALSE
"03/03/2010","W","20:11","05/30/1984","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","NASSAU PARK BLVD",40.30443,-74.67062,2010,25,20,FALSE,FALSE
"03/03/2010","W","20:11","02/09/1984","M","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","NASSAU PARK BLVD",40.30443,-74.67062,2010,26,20,FALSE,FALSE
"03/03/2010","W","20:19","07/04/1961","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","NASSAU PARK BLVD.",40.30443,-74.67062,2010,48,20,FALSE,FALSE
"03/03/2010","W","20:19","07/05/1990","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","NASSAU PARK BLVD.",40.30443,-74.67062,2010,19,20,FALSE,FALSE
"03/04/2010","TH","09:31","03/02/1978","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","CR 629 / HARRISON ST",40.33699,-74.63128,2010,32,9,TRUE,FALSE
"03/04/2010","TH","09:31","08/02/1955","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","CR 629 / HARRISON ST",40.33699,-74.63128,2010,54,9,TRUE,FALSE
"03/07/2010","S","17:33","10/30/1946","F","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","PENN LYLE RD","ARNOLD DRIVE",40.30136,-74.62238,2010,63,17,FALSE,FALSE
"03/08/2010","M","06:37","06/14/1970","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","FISHER PL",40.33497,-74.63373,2010,39,6,FALSE,FALSE
"03/08/2010","M","06:37","07/24/1989","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","FISHER PL",40.33497,-74.63373,2010,20,6,FALSE,FALSE
"03/08/2010","M","09:08","03/18/1970","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 638","CR 533",40.29052,-74.67504,2010,40,9,FALSE,FALSE
"03/08/2010","M","09:08","05/20/1976","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 638","CR 533",40.29052,-74.67504,2010,33,9,FALSE,FALSE
"03/10/2010","W","07:44","10/17/1980","F","MERCER","WEST WINDSOR TWP",0,0,3,"N","N",NA,"N","US 1","FISHER PL",40.33305,-74.63603,2010,29,7,FALSE,FALSE
"03/10/2010","W","07:44","08/05/1990"," ","MERCER","WEST WINDSOR TWP",0,0,3,"N","N",NA,"N","US 1","FISHER PL",40.33305,-74.63603,2010,19,7,FALSE,FALSE
"03/10/2010","W","07:44","08/28/1962"," ","MERCER","WEST WINDSOR TWP",0,0,3,"N","N",NA,"N","US 1","FISHER PL",40.33305,-74.63603,2010,47,7,FALSE,FALSE
"03/10/2010","W","11:28","01/06/1963","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 526","ROUTE 535 / CR 641 / OLD TRENTON RD",40.25851,-74.61594,2010,47,11,FALSE,FALSE
"03/10/2010","W","11:28","04/07/1962","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 526","ROUTE 535 / CR 641 / OLD TRENTON RD",40.25851,-74.61594,2010,47,11,FALSE,FALSE
"08/11/2010","W","14:26","05/08/1971","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ALEXANDER RD","CANAL POINT BLVD.",40.32981,-74.64796,2010,39,14,FALSE,FALSE
"08/11/2010","W","14:26","04/25/1947","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ALEXANDER RD","CANAL POINT BLVD.",40.32981,-74.64796,2010,63,14,FALSE,FALSE
"01/08/2010","F","09:09","05/27/1980","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ALEXANDER RD","ROSZEL ROAD",40.32043,-74.63589,2010,29,9,FALSE,FALSE
"01/08/2010","F","09:09","02/08/1988","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ALEXANDER RD","ROSZEL ROAD",40.32043,-74.63589,2010,21,9,FALSE,FALSE
"03/12/2010","F","13:45","04/12/1946","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","FISHER PL",40.33294,-74.63616,2010,63,13,FALSE,FALSE
"03/12/2010","F","13:45","01/02/1984","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","FISHER PL",40.33294,-74.63616,2010,26,13,FALSE,FALSE
"03/12/2010","F","17:38","08/23/1925","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","CARNEGIE CENTER",40.32092,-74.65068,2010,84,17,FALSE,FALSE
"03/12/2010","F","17:38","11/04/1983","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","CARNEGIE CENTER",40.32092,-74.65068,2010,26,17,FALSE,FALSE
"03/12/2010","F","21:47","04/13/1939","M","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","CR 629 / HARRISON ST",40.3373,-74.63091,2010,70,21,FALSE,FALSE
"03/12/2010","F","21:47","03/15/1992","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","CR 629 / HARRISON ST",40.3373,-74.63091,2010,18,21,FALSE,FALSE
"03/13/2010","SA","17:18","06/26/1969","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","MALL RD",40.29166,-74.67733,2010,40,17,FALSE,TRUE
"03/13/2010","SA","17:18","09/26/1967","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","MALL RD",40.29166,-74.67733,2010,42,17,FALSE,TRUE
"03/15/2010","M","17:12","08/03/1950","M","MERCER","WEST WINDSOR TWP",0,0,3,"N","N",NA,"N","US 1","ALEXANDER RD",40.32785,-74.64236,2010,59,17,FALSE,FALSE
"03/15/2010","M","17:12","08/16/1984","F","MERCER","WEST WINDSOR TWP",0,0,3,"N","N",NA,"N","US 1","ALEXANDER RD",40.32785,-74.64236,2010,25,17,FALSE,FALSE
"03/15/2010","M","17:12","09/27/1969","M","MERCER","WEST WINDSOR TWP",0,0,3,"N","N",NA,"N","US 1","ALEXANDER RD",40.32785,-74.64236,2010,40,17,FALSE,FALSE
"01/08/2010","F","17:10","09/24/1981","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","NASSAU PARK BLVD",40.30496,-74.66997,2010,28,17,FALSE,FALSE
"01/08/2010","F","17:10","03/15/1985","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","NASSAU PARK BLVD",40.30496,-74.66997,2010,24,17,FALSE,FALSE
"03/16/2010","TU","09:17","09/07/1974","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","CR 629 / HARRISON ST",40.33879,-74.62909,2010,35,9,TRUE,FALSE
"03/16/2010","TU","09:17","08/01/1971","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","CR 629 / HARRISON ST",40.33879,-74.62909,2010,38,9,TRUE,FALSE
"03/23/2010","TU","18:36","09/07/1989","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","VARSITY AVE",40.32987,-74.63991,2010,20,18,TRUE,FALSE
"03/23/2010","TU","18:36","05/29/1982","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","VARSITY AVE",40.32987,-74.63991,2010,27,18,TRUE,FALSE
"03/23/2010","TU","20:40","10/05/1986","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","NJ 64","ROUTE 571 / WASHINGTON RD",40.32002,-74.62339,2010,23,20,TRUE,FALSE
"03/23/2010","TU","20:40","07/13/1968","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","NJ 64","ROUTE 571 / WASHINGTON RD",40.32002,-74.62339,2010,41,20,TRUE,FALSE
"03/24/2010","W","12:38","06/02/1981","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 638","CR 533",40.29012,-74.67665,2010,28,12,FALSE,FALSE
"03/24/2010","W","12:38","09/17/1966","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 638","CR 533",40.29012,-74.67665,2010,43,12,FALSE,FALSE
"03/24/2010","W","13:20","06/03/1961","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","MALL RD",40.29152,-74.67727,2010,48,13,FALSE,FALSE
"03/24/2010","W","13:20","02/01/1957","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","MALL RD",40.29152,-74.67727,2010,53,13,FALSE,FALSE
"03/24/2010","W","16:52","04/23/1972","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 535","ROUTE 526 / CR 641 / EDINBURG RD",40.25851,-74.61594,2010,37,16,FALSE,FALSE
"03/24/2010","W","16:52","10/08/1931","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 535","ROUTE 526 / CR 641 / EDINBURG RD",40.25851,-74.61594,2010,78,16,FALSE,FALSE
"03/25/2010","TH","09:05","05/19/1954","F","MERCER","WEST WINDSOR TWP",0,3,3,"N","N",NA,"N","ROUTE 526","NEW VILLAGE ROAD",40.25851,-74.61594,2010,55,9,TRUE,FALSE
"03/25/2010","TH","09:05","03/22/1943","F","MERCER","WEST WINDSOR TWP",0,3,3,"N","N",NA,"N","ROUTE 526","NEW VILLAGE ROAD",40.25851,-74.61594,2010,67,9,TRUE,FALSE
"03/25/2010","TH","09:05","09/20/1979","M","MERCER","WEST WINDSOR TWP",0,3,3,"N","N",NA,"N","ROUTE 526","NEW VILLAGE ROAD",40.25851,-74.61594,2010,30,9,TRUE,FALSE
"03/25/2010","TH","06:08","05/23/1967","M","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","US 1","",40.29911,-74.67703,2010,42,6,TRUE,FALSE
"03/26/2010","F","20:19","02/08/1973","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","VARSITY AVE",40.32997,-74.63978,2010,37,20,FALSE,FALSE
"03/26/2010","F","20:19","05/24/1954","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","VARSITY AVE",40.32997,-74.63978,2010,55,20,FALSE,FALSE
"03/27/2010","SA","11:52","11/08/1971","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","CR 638 / CLARKSVILLE RD / GROVERS M",40.29435,-74.67823,2010,38,11,FALSE,TRUE
"03/27/2010","SA","11:52","02/10/1989","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","CR 638 / CLARKSVILLE RD / GROVERS M",40.29435,-74.67823,2010,21,11,FALSE,TRUE
"03/27/2010","SA","18:19","12/03/1977","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","EMMONS DR",40.30464,-74.67036,2010,32,18,FALSE,TRUE
"03/27/2010","SA","18:19","09/04/1919","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","EMMONS DR",40.30464,-74.67036,2010,90,18,FALSE,TRUE
"03/28/2010","S","13:51","03/27/1989","F","MERCER","WEST WINDSOR TWP",0,1,1,"N","N",NA,"N","US 1","ALEXANDER RD",40.32742,-74.64287,2010,21,13,FALSE,FALSE
"03/28/2010","S","14:53","07/27/1973","M","MERCER","WEST WINDSOR TWP",0,2,3,"N","N",NA,"N","MERCER COUNTY 638","MEADOW RD",40.29658,-74.65033,2010,36,14,FALSE,FALSE
"03/28/2010","S","14:53","01/18/1989","F","MERCER","WEST WINDSOR TWP",0,2,3,"N","N",NA,"N","MERCER COUNTY 638","MEADOW RD",40.29658,-74.65033,2010,21,14,FALSE,FALSE
"03/28/2010","S","14:53","01/25/1953","M","MERCER","WEST WINDSOR TWP",0,2,3,"N","N",NA,"N","MERCER COUNTY 638","MEADOW RD",40.29658,-74.65033,2010,57,14,FALSE,FALSE
"03/29/2010","M","17:48","10/12/1984","M","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","ROUTE 535","MERCER COUNTY COLLEGE ENTRANCE",40.25118,-74.64856,2010,25,17,FALSE,FALSE
"04/06/2010","TU","15:21","06/08/1962","M","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","US 1","ROUTE 533 / QUAKER BRIDGE RD / PROV",40.30337,-74.6719,2010,47,15,TRUE,FALSE
"04/07/2010","W","07:20","07/17/1943","M","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","ROUTE 526","ROUTE 535 / OLD TRENTON RD",40.25751,-74.6196,2010,66,7,FALSE,FALSE
"03/24/2010","W","08:46","10/02/1976","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 526","ROUTE 535 / CR 641 / OLD TRENTON RD",40.25821,-74.61697,2010,33,8,FALSE,FALSE
"03/24/2010","W","08:46","06/28/1965","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 526","ROUTE 535 / CR 641 / OLD TRENTON RD",40.25821,-74.61697,2010,44,8,FALSE,FALSE
"11/23/2014","S","03:10","11/21/1980","F","MERCER","WEST WINDSOR TWP",0,1,1,"N","N","   ","N","US 1","CARNEGIE CENTER",40.31538,-74.65739,2014,34,3,FALSE,FALSE
"02/07/2014","F","10:16","09/02/1961","M","MERCER","WEST WINDSOR TWP",0,1,3,"N","N","   ","N","US 1","EMMONS DR",40.31007,-74.6638,2014,52,10,FALSE,FALSE
"02/07/2014","F","10:16","09/05/1974","F","MERCER","WEST WINDSOR TWP",0,1,3,"N","N","   ","N","US 1","EMMONS DR",40.31007,-74.6638,2014,39,10,FALSE,FALSE
"02/07/2014","F","10:16","09/30/1974","M","MERCER","WEST WINDSOR TWP",0,1,3,"N","N","   ","N","US 1","EMMONS DR",40.31007,-74.6638,2014,39,10,FALSE,FALSE
"02/19/2014","W","12:00","11/26/1986","M","MERCER","WEST WINDSOR TWP",0,0,1,"N","N","   ","N","ROUTE 571","McGETRICK LN",40.29176,-74.58685,2014,27,12,FALSE,FALSE
"02/04/2014","TU","05:11","04/04/1956","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N","   ","N","US 1","HARRISON ST",40.33911,-74.6287,2014,57,5,TRUE,FALSE
"02/04/2014","TU","05:11","01/06/1986","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N","   ","N","US 1","HARRISON ST",40.33911,-74.6287,2014,28,5,TRUE,FALSE
"04/23/2014","W","04:56","09/02/1995","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N","   ","N","ROUTE 571","GLENGARRY WAY",40.29353,-74.58987,2014,18,4,FALSE,FALSE
"04/23/2014","W","04:56","10/16/1975","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N","   ","N","ROUTE 571","GLENGARRY WAY",40.29353,-74.58987,2014,38,4,FALSE,FALSE
"05/07/2014","W","11:07","12/13/1978","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N","   ","N","ROUTE 571","ROUTE 526 / S MILL RD",40.30348,-74.6106,2014,35,11,FALSE,FALSE
"05/07/2014","W","11:07","05/03/1966","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N","   ","N","ROUTE 571","ROUTE 526 / S MILL RD",40.30348,-74.6106,2014,48,11,FALSE,FALSE
"05/16/2014","F","10:49","01/16/1954","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N","   ","N","US 1","ALEXANDER RD",40.32796,-74.64224,2014,60,10,FALSE,FALSE
"05/16/2014","F","10:49","09/12/1957","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N","   ","N","US 1","ALEXANDER RD",40.32796,-74.64224,2014,56,10,FALSE,FALSE
"07/12/2014","SA","06:32","02/19/1955","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N","   ","N","ROUTE 571","CR 638 / CLARKSVILLE-GROVERS MILL R",40.30811,-74.6174,2014,59,6,FALSE,TRUE
"07/12/2014","SA","06:32","11/21/1957","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N","   ","N","ROUTE 571","CR 638 / CLARKSVILLE-GROVERS MILL R",40.30811,-74.6174,2014,56,6,FALSE,TRUE
"07/12/2014","SA",NA,"03/01/1994","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N","   ","N","ALEXANDER RD","VAUGHN DR",40.3156,-74.63249,2014,20,NA,FALSE,TRUE
"07/12/2014","SA",NA,"11/18/1990","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N","   ","N","ALEXANDER RD","VAUGHN DR",40.3156,-74.63249,2014,23,NA,FALSE,TRUE
"01/24/2014","F","04:47","08/02/1995","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N","   ","N","MERCER COUNTY 629","US 1",40.3373,-74.63092,2014,18,4,FALSE,FALSE
"01/24/2014","F","04:47","03/22/1996","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N","   ","N","MERCER COUNTY 629","US 1",40.3373,-74.63092,2014,17,4,FALSE,FALSE
"09/05/2014","F",NA,"10/31/1993","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N","   ","N","US 1","MEADOW RD",40.31241,-74.66097,2014,20,NA,FALSE,FALSE
"09/05/2014","F",NA,"11/11/1956","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N","   ","N","US 1","MEADOW RD",40.31241,-74.66097,2014,57,NA,FALSE,FALSE
"09/05/2014","F",NA,"09/27/1982","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N","   ","N","ALEXANDER RD","ROSZEL RD",40.32147,-74.63724,2014,31,NA,FALSE,FALSE
"09/05/2014","F",NA,"01/04/1979","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N","   ","N","ALEXANDER RD","ROSZEL RD",40.32147,-74.63724,2014,35,NA,FALSE,FALSE
"10/03/2014","F","07:08","04/12/1985","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N","   ","N","ROUTE 533","US 1",40.29714,-74.6785,2014,29,7,FALSE,FALSE
"10/03/2014","F","07:08","11/24/1994","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N","   ","N","ROUTE 533","US 1",40.29714,-74.6785,2014,19,7,FALSE,FALSE
"01/28/2014","TU",NA,"04/24/1953","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N","   ","N","US 1","ROUTE 533 / QUAKER BRIDGE RD / PROV",40.29741,-74.6791,2014,60,NA,TRUE,FALSE
"01/28/2014","TU",NA,"10/20/1946","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N","   ","N","US 1","ROUTE 533 / QUAKER BRIDGE RD / PROV",40.29741,-74.6791,2014,67,NA,TRUE,FALSE
"10/23/2014","TH",NA,"03/08/1981","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N","   ","N","US 1","CR 533",40.29763,-74.67884,2014,33,NA,TRUE,FALSE
"10/23/2014","TH",NA,"07/09/1957","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N","   ","N","US 1","CR 533",40.29763,-74.67884,2014,57,NA,TRUE,FALSE
"10/24/2014","F",NA,"06/30/1980","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N","   ","N","US 1","ROUTE 533",40.29763,-74.67884,2014,34,NA,FALSE,FALSE
"10/24/2014","F",NA,"02/03/1961","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N","   ","N","US 1","ROUTE 533",40.29763,-74.67884,2014,53,NA,FALSE,FALSE
